election_gp_key,election_year,source_file,source_row_number,source_record_id,gp_number_raw,district_name_hindi,district_name_eng_raw,district_name_eng,district_name_std_raw,district_name_alias_used,block_name_hindi,block_name_eng_raw,block_name_eng,block_name_std_raw,block_xwalk_used,block_name_alias_used,lgd_block_code,gp_name_hindi,lgd_gp_code,lgd_gp_name,lgd_gp_link_method,lgd_gp_link_score,lgd_gp_linked,gp_name_eng_raw,gp_name_eng,name_override_used,district_name_std,block_name_std,gp_name_std,normalized_name_key,normalized_name_key_n,link_eligible,reservation_status_hindi,reservation_status_eng,reservation_class,women_reserved,pradhan_name_hindi,pradhan_name_eng_raw,winner_sex_hindi,winner_woman,result_status_hindi,exception_reason
up2005__row20308,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20308,NA,23,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,रेवरी  बारा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,उमा देवी छेद्दी,Uma Devi Chhedi,पुरुष,0,NA,missing_normalized_component
up2005__row20309,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20309,NA,24,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,बारा  सिजौली,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,छेद्दी,Chhedi,महिला,1,NA,missing_normalized_component
up2005__row20310,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20310,NA,25,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,सिजौली  गौरा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,सतलू,Satlu,महिला,1,NA,missing_normalized_component
up2005__row20311,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20311,NA,26,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,गौरा  धौरहरा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,रवि प्रताप सिंह किशोरी,Ravi Pratap Singh Kishore,महिला,1,NA,missing_normalized_component
up2005__row20312,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20312,NA,27,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,धौरहरा  मदुरी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,राम किशोरी,Rama Kishori,पुरुष,0,NA,missing_normalized_component
up2005__row20313,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20313,NA,28,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,मदुरी  तेन्दुली लाखीपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,छत्रपाल,Chatrapal,पुरुष,0,NA,missing_normalized_component
up2005__row20314,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20314,NA,29,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,तेन्दुली लाखीपुर  गढ़ी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,सुरेन्द्र कुमार,Surendra Kumar,महिला,1,NA,missing_normalized_component
up2005__row20319,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20319,NA,34,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,बिन्दौर  मौहारी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,वसीम जहाँ,Vaseem Jahan,पुरुष,0,NA,missing_normalized_component
up2005__row20320,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20320,NA,35,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,खजुहा,Khajooha,Khajooha,khajooha,FALSE,FALSE,NA,मौहारी  जाफरगंज,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,khajooha,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,सुतीक्षण सिंह,Sutikshan Singh,महिला,1,NA,missing_normalized_component
up2005__row20628,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,20628,NA,31,फतेहपुर,Fatehpur,Fatehpur,fatehpur,FALSE,बहुआ,Bahua,Bahua,bahua,FALSE,FALSE,NA,समदाबाद मोहन अलीपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,fatehpur,bahua,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,अफसरी बेगम,Afsari Begam,महिला,1,NA,missing_normalized_component
up2005__row21879,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,21879,NA,52,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,बहादुरपुर,Bahadurpur,Bahadurpur,bahadurpur,FALSE,FALSE,NA,जगबंधनपुर  कसेरू आकला,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,bahadurpur,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,राजेन्द्र बहादूर सिंह,Rājēndra Bahādur Singh,NA,NA,NA,missing_normalized_component
up2005__row21882,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,21882,NA,55,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,बहादुरपुर,Bahadurpur,Bahadurpur,bahadurpur,FALSE,FALSE,NA,भोपतपुर  सेगरामऊ,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,bahadurpur,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,वेंकटेश्वर प्रसाद पुष्पा सिंह,Venkateshwar Prasad Pushpa Singh,पुरुष,0,NA,missing_normalized_component
up2005__row21884,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,21884,NA,57,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,बहादुरपुर,Bahadurpur,Bahadurpur,bahadurpur,FALSE,FALSE,NA,बभन कुइयां  महरौड़ा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,bahadurpur,NA,NA,NA,FALSE,महिला,Female,general,1,कमला सोना देवी,Kamala Sona Devi,महिला,1,NA,missing_normalized_component
up2005__row21885,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,21885,NA,58,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,बहादुरपुर,Bahadurpur,Bahadurpur,bahadurpur,FALSE,FALSE,NA,महरौड़ा  सुदनीपुर कला,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,bahadurpur,NA,NA,NA,FALSE,अनुसूचित जाति महिला,Scheduled Caste - Female,sc,1,सोना देवी विमला देवी,Sona Devi Vimla Devi,महिला,1,NA,missing_normalized_component
up2005__row21886,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,21886,NA,59,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,बहादुरपुर,Bahadurpur,Bahadurpur,bahadurpur,FALSE,FALSE,NA,सुदनीपुर कला  देवकली,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,bahadurpur,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,कमलेन्द्र शरद,Kamalendra Sharad,महिला,1,NA,missing_normalized_component
up2005__row21887,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,21887,NA,60,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,बहादुरपुर,Bahadurpur,Bahadurpur,bahadurpur,FALSE,FALSE,NA,देवकली  कैथवल,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,bahadurpur,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,शरद जगत बहादूर,Sharad Jagat Bahadur,पुरुष,0,NA,missing_normalized_component
up2005__row21888,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,21888,NA,61,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,बहादुरपुर,Bahadurpur,Bahadurpur,bahadurpur,FALSE,FALSE,NA,कैथवल  रामनाथपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,bahadurpur,NA,NA,NA,FALSE,पिछड़ी जाति,Other Backward Class,obc,0,जगत बहादूर लालमणि,Jagat Bahadur Lalmani,पुरुष,0,NA,missing_normalized_component
up2005__row21990,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,21990,NA,69,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,सैदाबाद,Saidabad,Saidabad,saidabad,FALSE,FALSE,NA,जहा मिश्रान,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,saidabad,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,महिला,Mahila,महिला,1,NA,missing_normalized_component
up2005__row22698,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,22698,NA,60,इलाहाबाद,Allahabad,Prayagraj,allahabad,TRUE,फूलपुर,Phoolpur,Phoolpur,phoolpur,FALSE,FALSE,NA,जाफरपुर उर्फ बाबूगंज,NA,NA,NA,NA,FALSE,NA,NA,FALSE,prayagraj,phoolpur,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,कसमती,Kasamati,महिला,1,NA,missing_normalized_component
up2005__row23104,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23104,NA,52,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,सदर,Sadar,Sadar,sadar,FALSE,FALSE,NA,रंजीतपुरचिलबि O,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,sadar,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,भीरू,NA,पुरुष,0,NA,missing_normalized_component
up2005__row23427,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23427,NA,7,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,लालगंज,Lalganj,Lalganj,lalganj,FALSE,FALSE,NA,मोठिन  कौडियाडीह,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,lalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,अनुसूचित जाति - महिला,Anusuchit Jati - Mahila,NA,NA,NA,missing_normalized_component
up2005__row23429,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23429,NA,9,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,लालगंज,Lalganj,Lalganj,lalganj,FALSE,FALSE,NA,धारूपुर  पुरवारा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,lalganj,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,राजेश रामलखन,NA,NA,NA,NA,missing_normalized_component
up2005__row23430,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23430,NA,10,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,लालगंज,Lalganj,Lalganj,lalganj,FALSE,FALSE,NA,पुरवारा  हरनाहर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,lalganj,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,रामलखन विसेसर,NA,NA,NA,NA,missing_normalized_component
up2005__row23432,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23432,NA,12,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,लालगंज,Lalganj,Lalganj,lalganj,FALSE,FALSE,NA,प्रतापरूद्रपुर  कन्हैया,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,lalganj,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,पिछड़ी जाति,Pichadi Jati,NA,NA,NA,missing_normalized_component
up2005__row23435,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23435,NA,15,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,लालगंज,Lalganj,Lalganj,lalganj,FALSE,FALSE,NA,रतनपुर दाबी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,lalganj,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,सुमन रामकिशोर,NA,NA,NA,NA,missing_normalized_component
up2005__row23436,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,23436,NA,16,प्रतापगढ़,Pratapgarh,Pratapgarh,pratapgarh,FALSE,लालगंज,Lalganj,Lalganj,lalganj,FALSE,FALSE,NA,रामपुर  देवारा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,pratapgarh,lalganj,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,रामकिशोर देवकली,NA,NA,NA,NA,missing_normalized_component
up2005__row26749,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26749,NA,6,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,सलोनी  सहजनपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,सिरदार रामलाल,Sardar Ramlal,पुरुष,0,NA,missing_normalized_component
up2005__row26750,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26750,NA,7,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,सहजनपुर  नादखेडा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,रामलाल रामनाथ,NA,पुरुष,0,NA,missing_normalized_component
up2005__row26751,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26751,NA,8,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,नादखेडा  भोरा पुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,ज्ञानवती रेवती,Gyanwati Revti,महिला,1,NA,missing_normalized_component
up2005__row26752,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26752,NA,9,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,पुर रामदासपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,रेवती स्नेह लता,Revati Sneh Lata,महिला,1,NA,missing_normalized_component
up2005__row26754,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26754,NA,11,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,बहाउददीनपुर  पाण्डेपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,महिला,Female,general,1,मीरा देवी,Mira Devi,पुरुष,0,NA,missing_normalized_component
up2005__row26755,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26755,NA,12,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,पाण्डेपुर  रमपुराखम्हरिया,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,महिला,Female,general,1,अनिल कुमार,Anil Kumar,पुरुष,0,NA,missing_normalized_component
up2005__row26756,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26756,NA,13,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,मदनापुर  चौडाराय,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,शिवचरन महेश चन्द्र,Shiv Charan Mahesh Chandra,पुरुष,0,NA,missing_normalized_component
up2005__row26759,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26759,NA,16,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,सिलवारी  सवायजपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,बीनादेवी,Bin Devi,पुरुष,0,NA,missing_normalized_component
up2005__row26808,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,26808,NA,67,हरदोई,Hardoi,Hardoi,hardoi,FALSE,भरखनी,Barkhani,Barkhani,barkhani,FALSE,FALSE,NA,हुल्लारपुर  भावर केशवपुर,NA,NA,NA,NA,FALSE,NA,NA,FALSE,hardoi,barkhani,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,महिला पिछड़ी जाति पिछड़ी जाति,Mahila Pichhri Jati Pichhri Jati,NA,NA,NA,missing_normalized_component
up2005__row27327,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,27327,NA,28,लखनऊ,Lucknow,Lucknow,lucknow,FALSE,माल,Maal,Maal,maal,FALSE,FALSE,NA,आट गढ़ी सौरा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,lucknow,maal,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,NA,NA,पुरुष,0,NA,missing_normalized_component
up2005__row30195,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,30195,NA,26,बहराइच,Bahraich,Bahraich,bahraich,FALSE,महसी,Mahsi,Mahsi,mahsi,FALSE,FALSE,NA,औराही,NA,NA,NA,NA,FALSE,NA,NA,FALSE,bahraich,mahsi,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,रामकुमारी,Ramakumari,महिला,1,NA,missing_normalized_component
up2005__row31709,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,31709,NA,25,गोंडा,Gonda,Gonda,gonda,FALSE,हलधरमऊ,Haladharamuu,Haladharamuu,haladharamuu,FALSE,FALSE,NA,"पतिसा ,",NA,NA,NA,NA,FALSE,NA,NA,FALSE,gonda,haladharamuu,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,अवधेश कुमार,Awadhesh Kumar,पुरुष,0,NA,missing_normalized_component
up2005__row31782,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,31782,NA,38,गोंडा,Gonda,Gonda,gonda,FALSE,परसपुर,Parsapur,Parsapur,parsapur,FALSE,FALSE,NA,नरायनपुर जैसिंह शिवगढ़,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gonda,parsapur,NA,NA,NA,FALSE,पिछड़ी जाति - महिला,Other Backward Class - Female,obc,1,कैलाशपति,Kailashpati,महिला,1,NA,missing_normalized_component
up2005__row32604,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,32604,NA,20,गोंडा,Gonda,Gonda,gonda,FALSE,बभनजोत,Bhabha njot,Bhabha njot,bhabha njot,FALSE,FALSE,NA,औराडीह,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gonda,bhabha njot,NA,NA,NA,FALSE,अनुसूचित जाति,Scheduled Caste,sc,0,रामतेज,Ramtej,पुरुष,0,NA,missing_normalized_component
up2005__row32671,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,32671,NA,21,गोंडा,Gonda,Gonda,gonda,FALSE,रूपईडीह,Rupaidih,Rupaidih,rupaidih,FALSE,FALSE,NA,जमुनही हरदोपट्टी जेठपुरवा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gonda,rupaidih,NA,NA,NA,FALSE,अनारक्षित,Unreserved,general,0,नरेन्द्र कुमार पुरुष भगवानदीन वर्मा पुरुष,Narendra Kumar Purush Bhagwandin Verma Purush,महिला,1,NA,missing_normalized_component
up2005__row32677,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,32677,NA,27,गोंडा,Gonda,Gonda,gonda,FALSE,रूपईडीह,Rupaidih,Rupaidih,rupaidih,FALSE,FALSE,NA,तेन्दुआ चौखडिया देवतहा,NA,NA,NA,NA,FALSE,NA,NA,FALSE,gonda,rupaidih,NA,NA,NA,FALSE,NA,Unknown,unknown,NA,कृपाराम यादव पुरुष शबनम साहू महिला,Kripram Yadav Purush Shabnam Sahu Mahila,महिला,1,NA,missing_normalized_component
up2005__row33849,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,33849,NA,20,बाराबंकी,Barabanki,Barabanki,barabanki,FALSE,मवई,Mawai,Mawai,mawai,FALSE,FALSE,NA,नवरोजपुर बघेडी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,barabanki,mawai,NA,NA,NA,FALSE,महिला,Female,general,1,सरोजकुमारी,Sarojakumari,पुरुष,0,NA,missing_normalized_component
up2005__row33924,2005,up_gp_sarpanch_2005_fixed_with_transliteration.parquet,33924,NA,47,सुल्तानपुर,Sultanpur,Sultanpur,sultanpur,FALSE,अखण्डनगर,Akhandnagar,Akhandnagar,akhandnagar,FALSE,FALSE,NA,हाजीपुर बी,NA,NA,NA,NA,FALSE,NA,NA,FALSE,sultanpur,akhandnagar,NA,NA,NA,FALSE,महिला,Female,general,1,विभा सिंह,Vibha Singh,महिला,1,NA,missing_normalized_component
